"CAGDP2 Gross domestic product (GDP) by county and metropolitan area 1/"
"Gross Domestic Product (GDP): All industry total (Thousands of dollars)" 
"Bureau of Economic Analysis" 
"County"
"18005","Bartholomew, IN",6639828
"18007","Benton, IN",529958
"18009","Blackford, IN",339782
"18011","Boone, IN",3906214
"18013","Brown, IN",298876
"18015","Carroll, IN",730460
"18017","Cass, IN",1477637
"18019","Clark, IN",5573049
"18021","Clay, IN",810698
"18023","Clinton, IN",1582650
"18025","Crawford, IN",194596
"18027","Daviess, IN",1404791
"18029","Dearborn, IN",2042044
"18031","Decatur, IN",1752905
"18033","DeKalb, IN",2547049
"18035","Delaware, IN",4246628
"18037","Dubois, IN",2873115
"18039","Elkhart, IN",16108000
"18041","Fayette, IN",590858
"18043","Floyd, IN",3107760
"18045","Fountain, IN",486593
"18047","Franklin, IN",557726
"18049","Fulton, IN",718744
"18051","Gibson, IN",3436470
"18053","Grant, IN",2476246
"18055","Greene, IN",652190
"18057","Hamilton, IN",21154318
"18059","Hancock, IN",3365538
"18061","Harrison, IN",1214805
"18063","Hendricks, IN",7658048
"18065","Henry, IN",1443503
"18067","Howard, IN",4182429
"18069","Huntington, IN",1491617
"18071","Jackson, IN",2518264
"18073","Jasper, IN",1497464
"18075","Jay, IN",889011
"18077","Jefferson, IN",1579312
"18079","Jennings, IN",765254
"18081","Johnson, IN",6036122
"18083","Knox, IN",1912494
"18085","Kosciusko, IN",6000393
"18087","Lagrange, IN",1825142
"18089","Lake, IN",22263506
"18091","LaPorte, IN",4204186
"18093","Lawrence, IN",1367585
"18095","Madison, IN",4031849
"18097","Marion, IN",95293199
"18099","Marshall, IN",1701178
"18101","Martin, IN",1193169
"18103","Miami, IN",978011
"18105","Monroe, IN",7363238
"18107","Montgomery, IN",1698206
"18109","Morgan, IN",1981563
"18111","Newton, IN",377020
"18113","Noble, IN",1940652
"18115","Ohio, IN",112427
"18117","Orange, IN",641334
"18119","Owen, IN",581977
"18121","Parke, IN",398044
"18123","Perry, IN",720550
"18125","Pike, IN",699458
"18127","Porter, IN",7310882
"18129","Posey, IN",3090564
"18131","Pulaski, IN",666983
"18133","Putnam, IN",1166837
"18135","Randolph, IN",814646
"18137","Ripley, IN",1225246
"18139","Rush, IN",606631
"18141","St. Joseph, IN",14341800
"18143","Scott, IN",752323
"18145","Shelby, IN",2041344
"18147","Spencer, IN",938194
"18149","Starke, IN",600050
"18151","Steuben, IN",1500413
"18153","Sullivan, IN",896383
"18155","Switzerland, IN",240547
"18157","Tippecanoe, IN",10466863
"18159","Tipton, IN",618664
"18161","Union, IN",152643
"18163","Vanderburgh, IN",11473104
"18165","Vermillion, IN",930742
"18167","Vigo, IN",4691905
"18169","Wabash, IN",1204404
"18171","Warren, IN",241150
"18173","Warrick, IN",2418593
"18175","Washington, IN",660007
"18177","Wayne, IN",2857790
"18179","Wells, IN",1110117
"18181","White, IN",1071304
"18183","Whitley, IN",1573703
"19001","Adair, IA",471348
"19003","Adams, IA",225198
"19005","Allamakee, IA",650482
"19007","Appanoose, IA",422811
"19009","Audubon, IA",304112
"19011","Benton, IA",990090
"19013","Black Hawk, IA",8073066
"19015","Boone, IA",1114030
"19017","Bremer, IA",1139507
"19019","Buchanan, IA",824952
"19021","Buena Vista, IA",1283184
"19023","Butler, IA",462538
"19025","Calhoun, IA",405414
"19027","Carroll, IA",1330651
"19029","Cass, IA",677970
"19031","Cedar, IA",627227
"19033","Cerro Gordo, IA",2534411
"19035","Cherokee, IA",685792
"19037","Chickasaw, IA",657366
"19039","Clarke, IA",408458
"19041","Clay, IA",1078820
"19043","Clayton, IA",870172
"19045","Clinton, IA",2278940
"19047","Crawford, IA",818641
"19049","Dallas, IA",5839259
"19051","Davis, IA",275771
"19053","Decatur, IA",209813
"19055","Delaware, IA",948969
"19057","Des Moines, IA",2151263
"19059","Dickinson, IA",1063875
"19061","Dubuque, IA",6816868
"19063","Emmet, IA",357658
"19065","Fayette, IA",786317
"19067","Floyd, IA",799717
"19069","Franklin, IA",601670
"19071","Fremont, IA",331909
"19073","Greene, IA",501928
"19075","Grundy, IA",558165
"19077","Guthrie, IA",470676
"19079","Hamilton, IA",726538
"19081","Hancock, IA",758672
"19083","Hardin, IA",804716
"19085","Harrison, IA",463487
"19087","Henry, IA",918910
"19089","Howard, IA",472800
"19091","Humboldt, IA",470745
"19093","Ida, IA",633693
"19095","Iowa, IA",1148761
"19097","Jackson, IA",708859
"19099","Jasper, IA",1260331
"19101","Jefferson, IA",731983
"19103","Johnson, IA",9915738
"19105","Jones, IA",687625
"19107","Keokuk, IA",341537
"19109","Kossuth, IA",887251
"19111","Lee, IA",1844592
"19113","Linn, IA",16858362
"19115","Louisa, IA",738846
"19117","Lucas, IA",334376
"19119","Lyon, IA",769078
"19121","Madison, IA",450695
"19123","Mahaska, IA",899618
"19125","Marion, IA",2253544
"19127","Marshall, IA",2021871
"19129","Mills, IA",584197
"19131","Mitchell, IA",673893
